headline,date,doc_type,material_type,section,keywords
24-Hour Race Could Lure Huge Crowd at Le Mans,2014-06-13,article,News,,"['Le Mans Auto Race', 'Electric and Hybrid Vehicles']"
Mayor of Venice Resigns Amid Corruption Scandal,2014-06-13,article,News,,"['Mayors', 'Corruption (Institutional)']"
Finding Cracks in a Perfect Life,2014-06-13,article,Review,,['Theater']
Tradition Will Play On at Clearwater Festival,2014-06-13,article,News,,['Music']
"On the Market in Hilton Head, S.C.",2014-06-13,article,News,,['Real Estate and Housing (Residential)']
"At E3, Virtual Reality Goggles Don’t  Fit Into Reality",2014-06-13,article,News,,"['Computer and Video Games', 'Virtual Reality (Computers)']"
Futebol para Cegos no Brasil,2014-06-13,multimedia,Video,,"['Soccer', 'Disabilities']"
Where the Z/28 Legacy Began,2014-06-13,article,News,,"['Antique and Classic Cars', 'Automobiles']"
"Inside the Frog, a Prince Awaits",2014-06-13,article,Review,,"['Automobiles', 'Small Cars (Compact, Subcompact and Microcars)']"
"A Legend Revived, Its Spirit Intact",2014-06-13,article,News,,['Automobiles']
"Taliban Run Into Trouble on Battlefield, but Money Flows Just the Same ",2014-06-13,article,News,,"['Afghanistan War (2001- )', 'Opium']"
"World Cup 2014: Switzerland Stuns Ecuador, 2-1, in Added Time",2014-06-13,multimedia,Interactive Feature,,['World Cup 2014 (Soccer)']
A Vieques Hotel With Contemporary Design–and Cuisine,2014-06-13,article,News,,"['ARCHITECTURE', 'Restaurants', 'Travel and Vacations']"
"World Cup 2014: France Easily Beats Honduras, 3-0",2014-06-13,multimedia,Interactive Feature,,['World Cup 2014 (Soccer)']
2015 Camaro Z/28,2014-06-13,multimedia,Slideshow,,[]
"Russia Sent Tanks to Separatists in Ukraine, U.S. Says",2014-06-13,article,News,,"['Defense and Military Forces', 'International Relations']"
"World Cup 2014: Italy Defeats England, 2-1",2014-06-13,multimedia,Interactive Feature,,['World Cup 2014 (Soccer)']
"In Baghdad, Where ‘Hello’ Means Goodbye, Hellos Abound at Travel Agencies",2014-06-13,article,News,,"['Travel Agencies and Agents', 'Middle East and North Africa Unrest (2010- )']"
"World Cup 2014: Colombia Defeats Greece, 3-0",2014-06-13,multimedia,Interactive Feature,,['World Cup 2014 (Soccer)']
"World Cup 2014: Costa Rica Defeats Uruguay, 3-1",2014-06-13,multimedia,Interactive Feature,,['World Cup 2014 (Soccer)']
The 2015 Honda Fit: More Than Skin Deep,2014-06-13,multimedia,Slideshow,,"['Small Cars (Compact, Subcompact and Microcars)', 'Fuel Efficiency']"
Settlement Talks Stall for Citigroup and Justice Department,2014-06-13,article,News,,"['Banking and Financial Institutions', 'Mortgages', 'Subprime Mortgage Crisis']"
"World Cup 2014: Ivory Coast Defeats Japan, 2-1",2014-06-13,multimedia,Interactive Feature,,['World Cup 2014 (Soccer)']
"Revealing Art, Bursting at the Seams of Control",2014-06-13,article,Review,,"['Music', 'Classical Music', 'Opera']"
"World Cup 2014: Argentina Defeats Bosnia-Herzegovina, 2-1",2014-06-13,multimedia,Interactive Feature,,['World Cup 2014 (Soccer)']
"World Cup 2014: Germany Defeats Portugal, 4-0",2014-06-13,multimedia,Interactive Feature,,['World Cup 2014 (Soccer)']
Electricity Reporting for Duty,2014-06-13,article,Review,,"['Automobiles', 'Electric and Hybrid Vehicles', 'Motorcycles, Motor Bikes and Motorscooters']"
Bumpy Road to Bright New Days,2014-06-13,article,Review,,['Music']
Are You a ‘Fun Dad’?,2014-06-13,article,News,,"[""Father's Day"", 'Medicine and Health']"
World Cup 2014: Iran and Nigeria Play to 0-0 Draw ,2014-06-13,multimedia,Interactive Feature,,['World Cup 2014 (Soccer)']
London’s Legacy in the Slave Trade,2014-06-13,article,News,,"['Travel and Vacations', 'Slavery', 'Art', 'Culture (Arts)']"
U.S.O.C. Narrows Bids to Four Cities,2014-06-13,article,News,,['Olympic Games (2024)']
The Z/28 Generations,2014-06-13,multimedia,Slideshow,,['Collectors and Collections']
A Balanced Flavor for the Modern Father,2014-06-13,article,News,,"[""Father's Day"", 'Work-Life Balance', 'Cocktails']"
"Under an Unblinking Gaze, a Farewell to Privacy",2014-06-13,article,Review,,['Dancing']
Your Evening Briefing,2014-06-13,article,News,,[]
Pictures of the Day: Iraq and Elsewhere,2014-06-13,article,News,,['Photography']
The Duet Between the Right Brain and the Left,2014-06-13,article,Review,,['Dancing']
The Barrister Has 2 Faces,2014-06-13,article,Review,,['Television']
The World Wide Bridge Contest Results,2014-06-13,article,News,,"['Bridge (Card Game)', 'Cards and Card Games']"
Stephane Cremieux of the French Brand Cremieux Shares Father’s Day Gift Ideas Any Dad Will Love (Including His),2014-06-13,article,News,,"[""Father's Day"", 'Watches and Clocks']"
Under Cover: Photographing Frontline Operations in Africa,2014-06-13,article,News,,"['Photography', 'United States Defense and Military Forces']"
Chile vs. Australia: Live Blog,2014-06-13,article,News,,"['Soccer', 'World Cup 2014 (Soccer)']"
Publishing a Novel to Preserve a Legacy,2014-06-13,article,News,,['Books and Literature']
Judge to Consider Retrial or Dismissal in Malcolm Smith Case,2014-06-13,article,News,,"['Yiddish Language', 'Translation and Interpreters', 'State Legislatures', 'Ethics and Official Misconduct', 'Bribery and Kickbacks']"
Scoring Onslaught Does In Defending Champions,2014-06-13,article,News,,"['World Cup 2014 (Soccer)', 'Soccer']"
High-End Hermès Handbags at Center of Suit Against Christie’s,2014-06-13,article,News,,"['Suits and Litigation (Civil)', 'Luxury Goods and Services', 'Handbags and Purses', 'Auctions']"
What We’re Reading,2014-06-13,article,News,,"['News and News Media', 'Newspapers']"
Tunes From the Great Shakespearean Songbook,2014-06-13,article,Review,,['Theater']
"The Honoree Wanted to Play, Too",2014-06-13,article,Review,,"['Celebrate Brooklyn (Festival)', 'Music', 'Jazz']"
Nostalgia’s Blurring Glow,2014-06-13,article,News,,"['Signs and Signage', 'Demolition', 'Historic Buildings and Sites']"
"After Four Decades, a School Program Still Shows Youth and Energy",2014-06-13,article,Review,,['Dancing']
Obama Finds He Can’t Put Iraq War Behind Him,2014-06-13,article,News Analysis,,"['Iraq War (2003-11)', 'United States Defense and Military Forces', 'United States International Relations']"
Reactions to the Turmoil in Iraq From Those Who Served,2014-06-13,article,News,,"['Iraq War (2003-11)', 'United States Defense and Military Forces']"
Alitalia’s Board Agrees to Cash Infusion From Etihad of Abu Dhabi,2014-06-13,article,News,,"['AIRLINES AND AIRPLANES', 'Mergers, Acquisitions and Divestitures', 'Layoffs and Job Reductions', 'Rescues']"
"Eastern Tent Caterpillar: Warm, Fuzzy and Icky",2014-06-13,article,News,,['Caterpillars']
Kevin McCarthy’s New Challenge,2014-06-13,article,News,,"['Tea Party Movement', 'United States Politics and Government']"
Natasha Lyonne Is the Character Who Came for Dinner,2014-06-13,article,News,,"['Television', 'ACTORS AND ACTRESSES', 'Web-Original Programming']"
"With Pop-Up Salons, Art Is Demystified",2014-06-13,article,News,,"['Art', 'Collectors and Collections', 'Auctions', 'Museums']"
"At the Tone, Leave a What?",2014-06-13,article,News,,"['Text Messaging', 'Voice Mail', 'Cellular Telephones', 'Telephones and Telecommunications', 'Customs, Etiquette and Manners', 'Teenagers and Adolescence']"
Ayahuasca: A Strong Cup of Tea,2014-06-13,article,News,,"['Alternative and Complementary Medicine', 'Hallucinations', 'Tea', 'Drug Abuse and Traffic', 'Psychology and Psychologists']"
Week in Pictures for June 13,2014-06-13,article,News,,"['Circuses', 'Murders and Attempted Murders', 'Photography', 'Puerto Rican Day', 'Soccer']"
Defense Reports Puncture Led to Botched Execution,2014-06-13,article,News,,"['Deaths (Fatalities)', 'Autopsies', 'Capital Punishment', 'Forensic Science']"
George Takei Is Still Guiding the Ship,2014-06-13,article,News,,"['Homosexuality and Bisexuality', 'Same-Sex Marriage, Civil Unions and Domestic Partnerships', 'ACTORS AND ACTRESSES', 'Television', 'Movies', 'Theater']"
Orchestrated Conflict,2014-06-13,article,News Analysis,,"['Demonstrations, Protests, and Riots', 'Television']"
Proving Their Chops in the ‘Real World’,2014-06-13,article,News,,['Restaurants']
Evening Hours | So Happy Together,2014-06-13,multimedia,Interactive Feature,,"['Fashion and Apparel', 'Parties (Social)']"
First Briefing on Bergdahl’s Condition,2014-06-13,multimedia,Video,,['Prisoners of War']
Bill Cunningham | Strutting,2014-06-13,multimedia,Video,,"['Men and Boys', 'Fashion and Apparel']"
In the Air | Paper Revolution,2014-06-13,multimedia,Video,,[]
For Early Birds and Late Risers Alike,2014-06-13,article,News,,['Restaurants']
Bill Cunningham | Men’s Wear Revolution,2014-06-13,article,News,,['Fashion and Apparel']
Among the Rediscovered: Jimmy Giuffre and Eric Dolphy,2014-06-13,audio,,,[]
Beinecke Library Gets Sackville-West Papers,2014-06-13,article,Brief,,"['Books and Literature', 'Archives and Records']"
Ruth Simmons at Smith College,2014-06-13,multimedia,Video,,"['Colleges and Universities', 'Freedom of Speech and Expression', 'Commencement Speeches']"
Bob Garfield at Albright College,2014-06-13,multimedia,Video,,"['Colleges and Universities', 'Commencement Speeches']"
Oil Industry in Iraq Faces Setback to Revival,2014-06-13,article,News,,"['Oil (Petroleum) and Gasoline', 'Iraq War (2003-11)', 'International Trade and World Market']"
"No Money, No Time",2014-06-13,article,News,,"['Credit and Debt', 'Poverty', 'Time', 'Work-Life Balance']"
Alexis Ohanian at Carthage College,2014-06-13,multimedia,Video,,"['Colleges and Universities', 'Commencement Speeches']"
Atul Gawande at U.N.C.-Chapel Hill,2014-06-13,multimedia,Video,,['Commencement Speeches']
"In ‘Two Gentlemen,’ Shakespeare’s One Dog",2014-06-13,article,News,,"['Theater', 'Dogs']"
Echoes of Africa Along the Carolina Coast,2014-06-13,multimedia,Slideshow,,[]
Making Sense,2014-06-13,article,News,,[]
"Jimmy Scott, Singer Whose Star Rose Late, Dies at 88",2014-06-13,article,Obituary (Obit),,"['Jazz', 'Deaths (Obituaries)']"
Massachusetts Democrat Wins Over Voters; Her Party Is a Different Story,2014-06-13,article,News,,"['Elections, Governors', 'Endorsements']"
Botox: A Drug With Many (Potential) Uses,2014-06-13,multimedia,Interactive Feature,,['Botox (Drug)']
Martha Coakley on Lessons Learned,2014-06-13,multimedia,Video,,"['Elections, Governors']"
"John A. Hamilton, Host of Public Affairs TV Programs, Dies at 84",2014-06-14,article,Obituary (Obit),,"['Television', 'Deaths (Obituaries)', 'News and News Media']"
"Prenatal Testing, Along With the Worries",2014-06-14,article,Letter,,"['Pregnancy and Childbirth', 'Babies and Infants', 'Ultrasonic Imaging and Sonograms']"
T Culture Issue,2014-06-14,article,News,,[]
Iraq’s Factions and Their Goals,2014-06-14,multimedia,Video,,"['Iraq War (2003-11)', 'Kurds', 'Shiite Muslims']"
Easy to Vote in Ohio,2014-06-14,article,Letter,,['Voting and Voters']
"Blocking Any Medicaid Expansion, Virginia Legislature Passes Budget Bill",2014-06-14,article,News,,"['Medicaid', 'State Legislatures', 'Patient Protection and Affordable Care Act (2010)', 'Health Insurance and Managed Care']"
The Psychic Wounds of Veterans,2014-06-14,article,Letter,,"['Veterans', 'Mental Health and Disorders', 'United States Politics and Government']"
"Eric Hill, 86, Dies; Created Spot, a Pup Beloved by Toddlers",2014-06-14,article,Obituary (Obit),,"['Books and Literature', 'Writing and Writers', 'Deaths (Obituaries)']"
The Battle Over Dress Codes,2014-06-14,article,Op-Ed,,"['Women and Girls', 'Fashion and Apparel', 'Education (K-12)', 'Teenagers and Adolescence', ""Women's Rights""]"
"World Cup 2014: USA Defeats Ghana, 2-1, on John Brooks Goal",2014-06-14,multimedia,Interactive Feature,,['World Cup 2014 (Soccer)']
The Father’s Example,2014-06-14,article,Op-Ed,,"[""Father's Day"", 'Labor and Jobs', 'Families and Family Life']"
Bringing Back Europe’s Bison,2014-06-14,multimedia,Video,,"['Endangered and Extinct Species', 'Bison']"
Obama Visits Sioux Lands on a Trip Shadowed by Iraq,2014-06-14,article,News,,"['Oglala Sioux Indians', 'Keystone Pipeline System', 'Native Americans', 'Veterans']"
New Chairman of Board at N.Y.U. Is Announced,2014-06-14,article,News,,"['Appointments and Executive Changes', 'Colleges and Universities']"
"In Iraq Crisis, a Tangle of Alliances and Enmities",2014-06-14,multimedia,Interactive Feature,,"['Kurds', 'United States International Relations', 'International Relations']"
Eyesore and Landmark in One,2014-06-14,article,News,,"['World Cup 2014 (Soccer)', 'Soccer', 'Stadiums and Arenas', 'Historic Buildings and Sites']"
A Muslim Entrepreneur Follows a Kosher Model to Mainstream Success,2014-06-14,article,News,,"['Halal Foods and Products', 'Muslim Americans', 'Muslims and Islam', 'Food']"
S.E.C. Conducting Investigation of Port Authority Projects,2014-06-14,article,News,,['Ethics and Official Misconduct']
Chicago Competes Against Itself for Site of Obama Presidential Library,2014-06-14,article,News,,"['Libraries and Librarians', 'Colleges and Universities', 'Presidents and Presidency (US)']"
Beleaguered Iraqis Court Iranian Mastermind of the Shiites Who Fought the U.S.,2014-06-14,article,News,,"['Shiite Muslims', 'United States International Relations']"
A Better Approach to School Discipline,2014-06-14,article,Editorial,,"['School Discipline (Students)', 'Education (K-12)', 'Discrimination', 'Minorities', 'Editorials']"
"Obama, McCain and Maliki",2014-06-14,article,Op-Ed,,"['Iraq War (2003-11)', 'United States Defense and Military Forces', 'United States International Relations', 'United States Politics and Government']"
"With Attention Elsewhere, Kaymer Is in Midst of Run of Distinction at U.S. Open",2014-06-14,article,News,,"['Golf', 'United States Open (Golf)']"
"Getting a Good Table by Flicking an App, Not Greasing a Palm",2014-06-14,article,News,,"['Restaurants', 'Reservations (Airlines, Hotels, Etc.)', 'Mobile Applications']"
Veterans Watch as Gains Their Friends Died for Are Erased by Insurgents,2014-06-14,article,News,,"['Iraq War (2003-11)', 'Veterans']"
"Seeing Their Gains at Risk, Shiites Flock to Join Militias",2014-06-14,article,News,,"['Sunni Muslims', 'Shiite Muslims', 'Muslims and Islam']"
"With No Body, Police Sought Murder Clues Elsewhere",2014-06-14,article,News,,"['Murders and Attempted Murders', 'Police']"
Next Steps in Iraq,2014-06-14,article,News,,[]
Decorating and Design Meet Taxation and Politics Where Cuomo Lives,2014-06-14,article,News,,"['Property Taxes', 'Elections, Governors', 'Real Estate and Housing (Residential)']"
Pastor New to Harlem Takes Rangel On,2014-06-14,article,News,,"['Elections, House of Representatives', 'Primaries and Caucuses']"
"Winning Lottery Numbers for June 13, 2014",2014-06-14,article,List,,['Lotteries']
"In a Downpour, Mexico Keeps Calm to Edge Cameroon",2014-06-14,article,News,,"['World Cup 2014 (Soccer)', 'Soccer']"
The Koch Cycle of Endless Cash,2014-06-14,article,Editorial,,"['Campaign Finance', 'Political Action Committees', 'Lobbying and Lobbyists', 'United States Politics and Government', 'Editorials', 'Oil (Petroleum) and Gasoline', 'Wind Power', 'Tax Credits, Deductions and Exemptions']"
Sign at the End of a Freeway,2014-06-14,article,News,,['Crossword Puzzles']
Spain Was Asking for Trouble Against the Netherlands,2014-06-14,multimedia,Interactive Feature,,['World Cup 2014 (Soccer)']
Recreating Wilderness in Spain,2014-06-14,multimedia,Slideshow,,['Endangered and Extinct Species']
"From Untended Farmland, Reserve Tries to Recreate Wilderness From Long Ago",2014-06-14,article,News,,"['Endangered and Extinct Species', 'Wilderness Areas', 'Bison']"
So Triple Crown Is Tough? Try Sweeping Golf’s Majors,2014-06-14,article,News,,"['Golf', 'United States Open (Golf)', 'PGA Championship']"
Threat Grows From Liver Illness Tied to Obesity,2014-06-14,article,News,,"['Children and Childhood', 'Diet and Nutrition', 'Liver', 'Medicine and Health', 'Obesity', 'Transplants']"
A Game of Groans,2014-06-14,article,Op-Ed,,"['United States Politics and Government', 'Federal Taxes (US)', 'Roads and Traffic', 'Infrastructure (Public Works)']"
"Walking in a Graduation Procession, 50 Years Late",2014-06-14,article,News,,['Education (K-12)']
Peace Corps Volunteers Deserve Fairness,2014-06-14,article,Editorial,,"['Health Insurance and Managed Care', 'Women and Girls', 'ABORTION', 'Law and Legislation', 'United States Politics and Government', 'Editorials']"
Reprisal Killings Reported in Iraq’s Militant-Held Areas,2014-06-14,article,News,,"['Civilian Casualties', 'Human Rights and Human Rights Violations', 'Terrorism']"
Friday Night Music: Sylvan Esso,2014-06-14,article,News,,[]
"Immigration Is Key, Not Top, Issue in South Carolina County",2014-06-14,article,News,,"['Immigration and Emigration', 'Elections, State Legislature', 'Hispanic-Americans', 'Primaries and Caucuses']"
"After Heat’s Humbling Loss, Future Is Uncertain",2014-06-14,article,News,,"['Basketball', 'Free Agents (Sports)', 'NBA Championship']"
Franz Beckenbauer Barred by FIFA for 90 Days,2014-06-14,article,News,,"['World Cup 2014 (Soccer)', 'Soccer']"
Spurs Have Made N.B.A. Finals Anything but Close,2014-06-14,article,News Analysis,,['Basketball']
"Drowsy Drivers, Dangerous Highways",2014-06-14,article,Editorial,,"['Traffic Accidents and Safety', 'Trucks and Trucking', 'Lobbying and Lobbyists', 'Regulation and Deregulation of Industry', 'Driver Distraction and Fatigue', 'United States Politics and Government', 'Editorials']"
Try a Little Common Sense,2014-06-14,article,Op-Ed,,"['Privacy', 'Freedom of Speech and Expression', 'Computers and the Internet', 'Search Engines']"
"Idaho Republican, Appealing to Right, Enters Race to Replace Cantor",2014-06-14,article,News,,"['United States Politics and Government', 'Tea Party Movement']"
Jeter’s Return to Oakland Recalls a Defensive Gem,2014-06-14,article,News,,['Baseball']
Strategies in the Political and Athletic Arenas,2014-06-14,article,Op-Ed,,"['World Cup 2014 (Soccer)', 'Sunni Muslims', 'Primaries and Caucuses', 'Soccer']"
"U.S. Airstrikes Could Help in Reversing Insurgent Offensive, Experts Say",2014-06-14,article,Military Analysis,,"['United States Defense and Military Forces', 'Drones (Pilotless Planes)', 'Sunni Muslims']"
"Kings Beat Rangers for Cup, Ending Short Series of Long Games",2014-06-14,article,News,,"['Hockey, Ice', 'Stanley Cup']"
What’s on Saturday,2014-06-14,article,Schedule,,[]
Kings Capture Cup at Home,2014-06-14,multimedia,Slideshow,,"['Hockey, Ice', 'Stanley Cup']"
Talk of Puck Luck Bounces Both Ways for Both Teams,2014-06-14,article,News,,"['Hockey, Ice', 'Stanley Cup']"
"Chuck Noll, Coach of Steelers’ 1970s Dynasty, Dies at 82",2014-06-14,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Football', 'Coaches and Managers']"
Mets Choosing Sides in World Cup,2014-06-14,article,News,,"['Baseball', 'World Cup 2014 (Soccer)', 'Soccer']"
Republicans at Romney Retreat Search for Focus,2014-06-14,article,News,,"['Presidential Election of 2016', 'United States Politics and Government']"
"Quotation of the Day for Saturday, June 14, 2014",2014-06-14,article,Quote,,[]
Phelps Shuts Down Athletics as He Gets Support From Yankees’ Offense,2014-06-14,article,News,,['Baseball']
"Corrections: June 14, 2014",2014-06-14,article,News,,[]
"Afghans, Looking Ahead to U.S. Withdrawal, Vote With Guarded Optimism",2014-06-14,article,News,,"['Elections', 'Afghanistan War (2001- )']"
"Separatists Down Military Transport Jet, Killing 49 in Eastern Ukraine",2014-06-14,article,News,,"['Defense and Military Forces', 'Deaths (Fatalities)', 'Military Aircraft', 'Missiles and Missile Defense Systems']"
Analytics: Poem by Committee,2014-06-14,article,News,,['Poetry and Poets']
Iraq Rebels Stall North of Baghdad as Residents Brace for a Siege,2014-06-14,article,News,,['Defense and Military Forces']
Why That Phone Charger Took Two Years to Arrive,2014-06-14,article,News,,"['iPhone', 'Start-ups']"
We Will Be Welcomed As Liberators,2014-06-14,article,News,,[]
"At De Beers, Collecting Images and Inspiration",2014-06-14,article,List,,"['Workplace Environment', 'Diamonds']"
"On the Steamboat, and Striking Up the Calliope",2014-06-14,article,Question,,"['Boats and Boating', 'Labor and Jobs', 'Rivers']"
You Can’t Have A Wage-Price Spiral Without Wages,2014-06-14,article,News,,[]
"Bernard Schwartz, on the Philosophy of ‘Just Say Yes’",2014-06-14,article,Question,,"['Executives and Management (Theory)', 'Hiring and Promotion']"
Finding Shock Absorbers for Student Debt,2014-06-14,article,News,,"['Student Loans', 'United States Economy', 'Colleges and Universities', 'Income']"
"Pension Funds, Dancing a Two-Step With Ratings Firms",2014-06-14,article,News,,"['Credit Ratings and Credit Rating Agencies', 'Suits and Litigation (Civil)', 'Pensions and Retirement Plans', 'Regulation and Deregulation of Industry']"
"Allergan, Defending Its Fort Botox",2014-06-14,article,News,,"['Botox (Drug)', 'Mergers, Acquisitions and Divestitures', 'Inventions and Patents', 'Drugs (Pharmaceuticals)']"
"The Nation’s Economy, This Side of the Recession",2014-06-14,multimedia,Interactive Feature,,"['Recession and Depression', 'United States Economy']"
"The Chatter for Sunday, June 15",2014-06-14,article,List,,"['Urban Areas', 'Automobiles', 'Labor and Jobs']"
Troubled by Lengthy Elevator Repairs,2014-06-14,article,Question,,"['Real Estate and Housing (Residential)', 'Renting and Leasing (Real Estate)', 'Elevators and Escalators', 'Balconies and Terraces', 'Condominiums']"
Colombia vs. Greece: Live Blog,2014-06-14,article,News,,"['Soccer', 'World Cup 2014 (Soccer)']"
"Room Service, I’ll Have a Massage",2014-06-14,article,News,,"['Hotels and Travel Lodgings', 'Spas', 'Travel and Vacations']"
"Carrying Fragile Hopes, England Stumbles in Opener",2014-06-14,article,News,,"['World Cup 2014 (Soccer)', 'Soccer']"
Variety: A Somewhat Hostile Acrostic,2014-06-14,article,News,,"['Acrostic Puzzles', 'Crossword Puzzles']"
"E3 Still Dazzles, Even as Video Game Sales Go Digital",2014-06-14,article,News,,"['Computer and Video Games', 'Conventions, Fairs and Trade Shows', 'Electronic Entertainment Expo (E3)', 'Shopping and Retail']"
The End of Iraq,2014-06-14,article,Op-Ed,,[]
Letters to the Sports Editor,2014-06-14,article,Letter,,"['Horse Racing', 'Basketball', 'Triple Crown (Horse Racing)']"
Latest Updates on the Insurgency in Iraq,2014-06-14,article,News,,['Iraq War (2003-11)']
"21 Flat-Screen TVs, 18 Holes, One Pair of Eyes",2014-06-14,article,News,,"['United States Open (Golf)', 'Golf', 'Television']"
‘After Midnight’ to Close After 8 Months,2014-06-14,article,News,,['Tony Awards (Theater Awards)']
Medical Device Maker Medtronic Is Said to Be Near a Deal for Covidien,2014-06-14,article,News,,"['Corporate Taxes', 'Medical Devices', 'Mergers, Acquisitions and Divestitures']"
Ukrainian Military Plane Shot Down,2014-06-14,multimedia,Video,,[]
Flying 3 Flags and Seeking One Banner,2014-06-14,article,News,,"['Basketball', 'Indigenous People', 'ABORIGINES']"
A Cantor Effect for Businesses and the G.O.P.,2014-06-14,article,News,,"['Tea Party Movement', 'United States Politics and Government', 'Corporations', 'Primaries and Caucuses', 'Conservatism (US Politics)']"
Kings’ Second Stanley Cup in Three Seasons Defies Cap Logic,2014-06-14,article,News,,"['Stanley Cup', 'Hockey, Ice']"
New Position for Angels: Contention,2014-06-14,article,News,,['Baseball']
"Minority Gun Owners Face Balancing Act, Weighing Isolation and Stigma of Violence",2014-06-14,article,News,,"['Gun Control', 'Blacks', 'Black People', 'Minorities', 'Discrimination', 'Firearms']"
Big City Book Club,2014-06-14,article,News,,['Book Clubs']
Uruguay vs. Costa Rica: Live Blog,2014-06-14,article,News,,"['Soccer', 'World Cup 2014 (Soccer)']"
A Conflict on Campus,2014-06-14,article,Letter,,"['Colleges and Universities', 'Christians and Christianity', 'Discrimination']"
Notes From the Plasticene Epoch,2014-06-14,article,Editorial,,"['Plastics', 'Waste Materials and Disposal', 'Oceans and Seas', 'Water Pollution', 'Editorials']"
"Highways Need Help, but Not This Way",2014-06-14,article,Editorial,,"['Corporate Taxes', 'Infrastructure (Public Works)', 'United States Politics and Government', 'Federal Taxes (US)', 'Editorials', 'Roads and Traffic']"
Peggy Smith,2014-06-14,article,Op-Ed,,[]
5 Principles for Iraq,2014-06-14,article,Op-Ed,,"['United States International Relations', 'Shiite Muslims', 'Kurds', 'Sunni Muslims']"
"My Father, Body and Soul",2014-06-14,article,Op-Ed,,"[""Father's Day"", 'Parenting', 'Families and Family Life', 'Death and Dying']"
A Paper Boat Navigating a Digital Sea,2014-06-14,article,Op-Ed,,"['News and News Media', 'Computers and the Internet', 'Newspapers', 'Public Editor (Times Column)']"
Naked Confessions of the College-Bound,2014-06-14,article,Op-Ed,,"['ADMISSIONS STANDARDS', 'Colleges and Universities', 'Writing and Writers']"
When Will Hillary Let It Go?,2014-06-14,article,Op-Ed,,"['United States Politics and Government', 'Presidential Election of 2016', 'Movies']"
The Fog Machine of War,2014-06-14,article,Op-Ed,,"['Iraq War (2003-11)', 'News and News Media', 'United States Defense and Military Forces', 'Afghanistan War (2001- )', 'Classified Information and State Secrets']"
"Abortion and Birth, Together",2014-06-14,article,Op-Ed,,"['ABORTION', 'Birth Control and Family Planning', 'Pregnancy and Childbirth', 'Midwives']"
Poetry: Who Needs It?,2014-06-14,article,News Analysis,,['Poetry and Poets']
"Sunday Breakfast Menu, June 15",2014-06-14,article,News,,[]
The Milk Carton Guy,2014-06-14,article,Editorial,,"['Detainees', 'United States Politics and Government', 'Editorials', 'Afghanistan War (2001- )', 'Prisoners of War']"
The Ultimate Underdog,2014-06-14,article,News,,"['Baseball (College)', 'College Athletics', 'Colleges and Universities']"
A Stigma of Black Gun Ownership,2014-06-14,multimedia,Video,,"['Blacks', 'Black People', 'Gun Control']"
"Teams Win N.B.A. Titles, but Superstars Sell the Sizzle, and Themselves",2014-06-14,article,News,,['Basketball']
Extremist Video Appears to Show American,2014-06-14,multimedia,Video,,[]
Syria Suicide Bombing Puts U.S. Face on Jihad Video,2014-06-14,article,News,,"['Muslims and Islam', 'Middle East and North Africa Unrest (2010- )', 'Terrorism', 'Video Recordings, Downloads and Streaming', 'Bombs and Explosives']"
Rift Bared as Palestinians Aid Israel in Search for Teenagers Missing in West Bank,2014-06-14,article,News,,"['Palestinians', 'Kidnapping']"
A Piece of the Game Beyond the Walls,2014-06-14,article,News,,"['Prisons and Prisoners', 'Soccer', 'World Cup 2014 (Soccer)', 'Sporting Goods']"
A Baseball Binge Woven From Dreams,2014-06-14,article,News,,['Baseball']
Palace of Squatters Is a Symbol of Refugee Crisis,2014-06-14,article,News,,"['Refugees and Displaced Persons', 'Immigration and Emigration', 'Illegal Immigration', 'Squatters', 'European Sovereign Debt Crisis (2010- )', 'Asylum, Right of']"
Obama Moves to End Rail Workers Strike in Philadelphia,2014-06-14,article,News,,"['Strikes', 'Transit Systems', 'Railroads', 'Organized Labor']"
Graduates Cautioned: Don’t Shut Out Opposing Views,2014-06-14,article,News,,"['Commencement Speeches', 'Colleges and Universities']"
The Fight Over New Standards,2014-06-14,multimedia,Video,,"['Education (K-12)', 'Tests and Examinations', 'Reading and Writing Skills (Education)']"
Tears of Joy and Heartbreak After an Enthralling Series,2014-06-14,article,News,,"['Stanley Cup', 'Hockey, Ice', 'Playoff Games', 'Officiating (Sports)']"
"Common Core, in 9-Year-Old Eyes",2014-06-14,article,News,,"['Education (K-12)', 'Demonstrations, Protests, and Riots', 'Tests and Examinations', 'Reading and Writing Skills (Education)']"
England vs. Italy: Live Blog,2014-06-14,article,News,,"['Soccer', 'World Cup 2014 (Soccer)']"
"At Commencement, Obama Mocks Lawmakers Who Deny Climate Change",2014-06-14,article,News,,"['Global Warming', 'Commencement Speeches', 'Greenhouse Gas Emissions', 'Law and Legislation', 'Colleges and Universities', 'United States Politics and Government']"
Enrich,2014-06-14,article,News,,['Crossword Puzzles']
Korea’s Fish Special: A Delicate Mix of Outhouse and Ammonia,2014-06-14,article,News,,"['Korean Food (Cuisine)', 'Seafood', 'Fish and Other Marine Life', 'Food']"
Cambodia’s Scam Orphanages,2014-06-14,multimedia,Video,,['Orphans and Orphanages']
Property Taxes and the Urge to Tinker,2014-06-14,article,News,,['Property Taxes']
